timestamp (ms);packet no.;rssi;satellites;longitude (Á);latitude (Á);altitude (m);temperature (decy ÁC);pressure (Pa);humidity (%)
2084326;413;-89;7;21.002619;52.588291;2840;150;95215.34;42
2089335;414;-88;7;21.002893;52.588581;2852;147;95120.17;42
2094343;415;-90;7;21.003166;52.588905;2860;148;95140.95;42
2099350;416;-89;7;21.003435;52.589222;2869;146;95048.02;42
2104358;417;-97;7;21.003763;52.589561;2878;147;95089.86;42
2109368;418;-97;7;21.004103;52.589867;2886;144;94974.52;42
3489;1;-119;7;21.042326;52.626736;3793;109;92938.16;41
8491;2;-114;7;21.042841;52.626999;3802;107;92804.72;41
13493;3;-114;7;21.043297;52.627239;3811;107;92885.23;41
18493;4;-115;7;21.043806;52.627491;3820;108;92854.14;41
23494;5;-114;7;21.044277;52.627728;3829;107;92835.63;41
33495;6;-112;7;21.045208;52.628216;3848;105;92758.17;41
38495;7;-113;7;21.045679;52.628475;3857;106;92763.41;41
43495;8;-113;7;21.046169;52.628719;3864;104;92716.55;41
53495;9;-109;7;21.047092;52.629223;3880;103;92644.55;41
58497;10;-107;7;21.047544;52.629482;3889;104;92690.24;41
63498;11;-109;7;21.048008;52.629757;3900;101;92525.44;41
68498;12;-108;7;21.048449;52.63007;3910;103;92612.1;41
73499;13;-108;7;21.048906;52.630337;3918;99;92427.56;41
78499;14;-111;7;21.049326;52.630619;3926;101;92520.31;41
83499;15;-111;7;21.049803;52.630905;3932;98;92363.91;41
88499;16;-114;7;21.050257;52.631207;3940;98;92411.57;41
93499;17;-108;7;21.050762;52.631508;3950;97;92321.34;41
98501;18;-112;7;21.051205;52.63179;3960;98;92385.73;41
103501;19;-111;7;21.051706;52.632095;3969;96;92313.28;41
108501;20;-114;7;21.052162;52.632381;3977;97;92354.03;41
113500;21;-107;7;21.052668;52.632706;3986;97;92291.8;41
118501;22;-106;7;21.053129;52.632999;3995;95;92277.09;41
123502;23;-110;7;21.053619;52.633312;4004;95;92233.73;41
128502;24;-108;7;21.054071;52.633625;4011;94;92239.02;41
133505;25;-105;7;21.054554;52.633961;4018;95;92202.38;41
143504;26;-104;7;21.055494;52.634621;4033;93;92119.36;41
148503;27;-107;7;21.055969;52.634941;4041;91;92054.96;41
153501;28;-107;7;21.056435;52.635307;4047;93;92097.28;41
158501;29;-108;7;21.056929;52.635666;4054;89;91944.41;41
163502;30;-114;7;21.057379;52.63599;4062;92;92070.41;40
168501;31;-111;7;21.057878;52.636337;4071;90;91958.23;41
173501;32;-111;7;21.058353;52.636684;4080;90;92012.95;41
178500;33;-102;7;21.058838;52.637035;4088;90;91953.99;41
183498;34;-104;7;21.059313;52.637379;4096;89;91929.25;41
188497;35;-105;7;21.059778;52.637772;4102;91;91947.91;41
193496;36;-107;7;21.060257;52.638123;4110;88;91885.95;41
198494;37;-112;7;21.060686;52.638485;4117;91;91976.06;40
203494;38;-112;7;21.061172;52.638874;4124;87;91790.11;41
208492;39;-112;7;21.061623;52.639252;4132;88;91853.28;41
213491;40;-108;7;21.062128;52.639618;4140;87;91796.2;41
218491;41;-112;7;21.062635;52.640007;4147;87;91804.69;41
223491;42;-109;7;21.063166;52.640427;4153;86;91755.33;41
228489;43;-106;7;21.063683;52.640789;4161;85;91758.76;41
233488;44;-109;7;21.064205;52.641163;4168;87;91769.12;41
238486;45;-110;7;21.064756;52.641533;4176;84;91679.67;41
243485;46;-110;7;21.065231;52.641907;4183;86;91693.77;41
248484;47;-113;7;21.065767;52.642273;4190;82;91566.94;41
253480;48;-113;7;21.066257;52.642662;4198;84;91653.14;40
258479;49;-112;7;21.066813;52.643051;4203;81;91515.47;41
263477;50;-113;7;21.067333;52.643421;4207;83;91623.7;41
268475;51;-102;7;21.067883;52.643784;4214;84;91574.62;41
273475;52;-94;7;21.068399;52.644123;4222;81;91532.46;41
278474;53;-96;7;21.068928;52.644482;4230;83;91543.59;41
283470;54;-95;7;21.069464;52.644814;4237;81;91475.71;41
288469;55;-104;7;21.069992;52.645168;4246;83;91523.45;40
293466;56;-110;7;21.07056;52.645481;4256;79;91401.76;41
298465;57;-109;7;21.071098;52.645798;4264;81;91464.05;41
303463;58;-110;7;21.071705;52.646118;4272;77;91289.71;41
308461;59;-112;7;21.072231;52.64642;4280;79;91386.92;41
313459;60;-108;7;21.072821;52.646725;4288;77;91257.65;41
318456;61;-107;7;21.073364;52.647011;4295;78;91354.61;41
323453;62;-105;7;21.073973;52.647324;4302;77;91283.6;41
328451;63;-109;7;21.074575;52.647598;4312;77;91284.95;41
333450;64;-104;7;21.075201;52.647919;4320;76;91197.29;41
338447;65;-104;7;21.075844;52.648193;4328;74;91192.04;41
343446;66;-108;7;21.076488;52.648491;4337;76;91236.74;41
348444;67;-110;7;21.077168;52.648769;4346;74;91175.09;41
353443;68;-115;7;21.077776;52.649067;4355;77;91223.47;40
358439;69;-113;7;21.078388;52.649349;4365;74;91104.39;41
363436;70;-107;7;21.078959;52.649654;4373;75;91174.28;40
368433;71;-110;7;21.079576;52.649979;4382;73;91041.43;40
373432;72;-113;7;21.080149;52.65028;4392;75;91156.78;40
378427;73;-112;7;21.080732;52.650597;4402;73;91024.22;40
383427;74;-112;7;21.081289;52.650898;4411;73;91061.58;40
388425;75;-114;7;21.081873;52.651226;4420;72;91012.61;40
393421;76;-110;7;21.082417;52.651505;4429;72;91037.23;40
398419;77;-99;7;21.082981;52.651802;4438;72;90989.59;40
403416;78;-97;7;21.083542;52.652115;4447;71;90953.68;40
408413;79;-97;7;21.084095;52.652416;4455;72;90926.11;40
413410;80;-94;7;21.084677;52.652714;4465;70;90909.04;40
418408;81;-90;7;21.085215;52.653027;4474;71;90896.02;40
423403;82;-92;7;21.085779;52.653324;4484;69;90868.58;40
428402;83;-92;7;21.086329;52.653633;4493;70;90873.52;40
433400;84;-92;7;21.086887;52.653961;4502;67;90757.64;40
438397;85;-105;7;21.087418;52.654255;4511;71;90879.58;40
443394;86;-101;7;21.088013;52.654598;4522;68;90731.64;40
448391;87;-96;7;21.088579;52.654942;4533;68;90810.22;40
453390;88;-91;7;21.089132;52.655258;4544;69;90761.73;40
458388;89;-94;7;21.089703;52.655602;4552;66;90706.12;40
463387;90;-97;7;21.09026;52.655922;4561;70;90807.66;40
468381;91;-100;7;21.09083;52.656246;4572;67;90643.94;40
473381;92;-104;7;21.091372;52.65657;4582;66;90692.09;40
478378;93;-97;7;21.091948;52.656921;4590;66;90624.73;40
483374;94;-92;7;21.092478;52.657242;4599;67;90722.23;40
488373;95;-91;7;21.093012;52.657566;4608;66;90621.5;40
493370;96;-92;7;21.093573;52.657887;4619;63;90540.11;40
498368;97;-94;7;21.094097;52.658222;4628;66;90602.81;40
508361;98;-101;7;21.095188;52.658894;4647;64;90532.72;40
513362;99;-94;7;21.095732;52.659233;4657;64;90499.62;40
518356;100;-90;7;21.096252;52.659565;4666;63;90486.55;40
523355;101;-90;7;21.096741;52.659916;4675;62;90411.88;40
528350;102;-91;7;21.097296;52.660255;4686;60;90335.48;40
533348;103;-97;7;21.097795;52.66061;4697;61;90394.5;40
538345;104;-100;7;21.09831;52.660957;4706;59;90287.28;40
543341;105;-92;7;21.09877;52.661282;4715;60;90407.53;40
548338;106;-88;7;21.099281;52.66164;4725;61;90367.84;40
553334;107;-98;6;21.099762;52.662006;4735;59;90261.68;40
558332;108;-95;7;21.100254;52.662338;4748;61;90338.78;40
563330;109;-93;7;21.100697;52.662674;4759;58;90186.22;40
568326;110;-97;7;21.101192;52.663033;4768;60;90303.75;40
573324;111;-91;7;21.101622;52.663399;4778;58;90196.86;40
578322;112;-98;7;21.102156;52.663734;4787;60;90262.03;40
583319;113;-89;7;21.102613;52.66407;4791;57;90178.12;40
588314;114;-91;7;21.103052;52.664406;4784;66;90507.63;40
593310;115;-103;7;21.103573;52.664742;4773;68;90591.39;40
598307;116;-88;7;21.104086;52.6651;4758;70;90641.73;40
603306;117;-88;7;21.104576;52.665459;4740;73;90759.52;40
608301;118;-88;7;21.105083;52.66581;4726;72;90678.12;40
613301;119;-97;7;21.105587;52.666153;4712;73;90770.38;40
618296;120;-94;7;21.106091;52.666485;4701;73;90744.35;40
623295;121;-92;7;21.106617;52.666824;4688;74;90769.22;40
628290;122;-88;7;21.107149;52.667168;4675;74;90735;40
633288;123;-98;7;21.107691;52.667507;4663;76;90773;40
638286;124;-90;7;21.108227;52.667839;4651;76;90794.98;40
643284;125;-92;7;21.10878;52.668175;4638;76;90809.75;40
648282;126;-93;7;21.109331;52.668503;4626;77;90795.09;40
653277;127;-96;7;21.109898;52.668823;4613;78;90813.82;40
658274;128;-90;7;21.110462;52.669159;4601;79;90834.38;40
663274;129;-93;7;21.111019;52.669479;4589;80;90884.08;40
668271;130;-95;7;21.111588;52.669811;4577;80;90903.64;40
2823;1;-95;7;21.113321;52.670792;4537;83;90980.02;40
7824;2;-94;7;21.113886;52.671108;4524;84;90986.31;40
12824;3;-99;7;21.114449;52.671417;4511;85;91003.72;40
17825;4;-94;7;21.115017;52.671722;4498;86;91049.27;40
22826;5;-99;7;21.115582;52.672028;4485;87;91099.54;40
27827;6;-98;7;21.116146;52.672333;4472;88;91105.54;40
32828;7;-94;7;21.116714;52.672642;4459;89;91132.51;40
37829;8;-97;7;21.117277;52.672947;4447;90;91151.55;40
42830;9;-93;7;21.117851;52.673264;4434;91;91202.98;40
47831;10;-94;7;21.118431;52.673584;4420;92;91226;40
52833;11;-99;7;21.119022;52.673897;4407;93;91253.77;41
57834;12;-98;7;21.119621;52.674206;4394;94;91257.17;41
62836;13;-94;7;21.12023;52.674511;4381;95;91277.24;41
67836;14;-101;7;21.120878;52.674809;4368;95;91312.03;41
72838;15;-97;7;21.121542;52.675102;4356;96;91319.42;41
77838;16;-94;7;21.122175;52.675392;4342;96;91327.91;40
82841;17;-94;7;21.12278;52.675686;4329;97;91358.11;40
87841;18;-100;7;21.123367;52.675983;4317;97;91343.2;41
92843;19;-96;7;21.123938;52.676289;4304;98;91351.91;41
97843;20;-98;7;21.1245;52.676609;4291;98;91344.44;41
102844;21;-101;7;21.125059;52.676941;4278;99;91345.99;41
107844;22;-100;7;21.125641;52.677277;4267;99;91367.53;41
112846;23;-99;7;21.126219;52.677635;4255;100;91403.64;41
117847;24;-96;7;21.126776;52.67799;4243;100;91412.64;41
122848;25;-94;7;21.127314;52.678333;4231;101;91418.45;40
127849;26;-98;7;21.127851;52.678688;4219;101;91422.63;41
132850;27;-102;7;21.128368;52.679047;4206;102;91434.53;41
137851;28;-98;7;21.128874;52.679413;4194;103;91437.95;41
142854;29;-97;7;21.129372;52.67979;4182;103;91456.22;41
147853;30;-98;7;21.129871;52.68018;4171;104;91491.06;41
152855;31;-101;7;21.130383;52.680569;4161;105;91517.86;41
157856;32;-99;7;21.130896;52.680958;4150;105;91534.83;40
162858;33;-101;7;21.131411;52.681335;4139;107;91546.17;41
167859;34;-97;7;21.131931;52.681721;4128;107;91553.03;41
172862;35;-96;7;21.132454;52.682114;4116;108;91576.92;41
177862;36;-97;7;21.132967;52.682491;4104;108;91589.94;41

